,VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
420,VC_432_0,3,211.8946785495745,14.672223634252223,0.9352410987976179,0.07445733658938286,3.3166247903554,6.244997998398398,3,3,1.0,5.242012263907592,1,1,1,"contigs_cluasted217;size=1,contigs_cluasted326;size=1,contigs_cluasted825;size=1"
421,VC_433_0,2,11.821317802508846,1.1016637951006265,0.9147515775071278,0.5,4.242640687119285,4.242640687119285,1,1,1.0,4.242640687119285,1,1,1,"Lactococcus~phage~bIL310,Lactococcus~phage~bIL312"
422,VC_434_0,3,128.84589891475176,72.15507211782985,0.6410212759313797,0.014092901073953692,2.0,4.0,3,3,1.0,3.247219128924647,2,2,2,"Streptococcus~phage~CP-7,Streptococcus~phage~Cp-1,contigs_cluasted4997;size=1"
423,VC_435_0,3,26.429874368245624,1.1840647859748463,0.9571207577679522,0.18554668476134878,0.0,1.4142135623730951,3,3,1.0,0.9428090415820635,1,2,1,"Lepus~americanus~faeces~associated~microvirus~SHP1~6472,contigs_cluasted5565;size=1,contigs_cluasted5723;size=1"
424,VC_436_0,4,23.970167971068385,255.30795445448769,0.08582902148899198,0.21415928732088252,1.0,2.449489742783178,6,6,1.0,1.6832952137760107,1,1,1,"contigs_cluasted5736;size=1,contigs_cluasted8259;size=1,contigs_cluasted8396;size=1,contigs_cluasted8860;size=1"
425,VC_437_0,6,1967.377725910257,1486.9102510583139,0.5695465285545755,5.807195603661294e-09,0.0,2.23606797749979,15,15,1.0,1.581649942672691,1,1,1,"Leuconostoc~phage~Lmd1,Leuconostoc~phage~P793,Leuconostoc~phage~phiLN03,Leuconostoc~phage~phiLN04,Leuconostoc~phage~phiLN12,Leuconostoc~phage~phiLN6B"
426,VC_438_0,7,2483.28261772257,1486.9102510583139,0.6254816075182525,6.476878604607964e-11,0.0,3.872983346207417,21,21,1.0,2.9468287765016727,2,1,1,"Leuconostoc~phage~1-A4,Leuconostoc~phage~Ln-8,Leuconostoc~phage~Ln-9,Leuconostoc~phage~phiLN25,Leuconostoc~phage~phiLN34,Leuconostoc~phage~phiLNTR2,Leuconostoc~phage~phiLNTR3"
427,VC_439_0,6,411.295233032459,1386.211536597658,0.2288142887590312,4.0742407777852614e-11,2.0,7.615773105863909,15,15,1.0,4.696817331825034,1,1,1,"contigs_cluasted1432;size=1,contigs_cluasted1837;size=1,contigs_cluasted2209;size=2,contigs_cluasted2766;size=1,contigs_cluasted522;size=4,contigs_cluasted750;size=1"
428,VC_43_0,3,178.88035023702275,36.93121282954007,0.8288728726822234,0.007124039836173583,4.795831523312719,7.416198487095663,3,3,1.0,6.5201664129193055,1,1,1,"Acinetobacter~phage~Bphi-B1251,Acinetobacter~phage~YMC11/11/R3177,Acinetobacter~phage~vB_AbaS_TRS1"
429,VC_441_0,2,1.9622100379873129,12.899252809716238,0.1320334383025101,0.028639694452192454,0.0,0.0,1,1,1.0,0.0,1,1,1,"contigs_cluasted8729;size=1,contigs_cluasted8737;size=1"
430,VC_442_0,2,105.50812658037177,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Methanobacterium~phage~psiM2,Methanothermobacter~phage~psiM100"
431,VC_443_0,6,1820.22466092627,35.96817811729489,0.9806226070046536,0.00026467677504488584,2.23606797749979,5.656854249492381,15,15,1.0,4.602306169783952,4,1,1,"Microbacterium~phage~Eleri,Microbacterium~phage~Golden,Microbacterium~phage~Hamlet,Microbacterium~phage~Ilzat,Microbacterium~phage~Koji,Microbacterium~phage~Pikmin"
432,VC_444_0,2,300.0,0,1.0,0.0,3.3166247903554,3.3166247903554,1,1,1.0,3.3166247903554,1,1,1,"Microcystis~phage~MaMV-DC,Microcystis~virus~Ma-LMM01"
433,VC_445_0,3,31.101645353733716,0,1.0,0.0,0.0,1.0,3,3,1.0,0.6666666666666666,1,2,1,"Microviridae~IME-16,contigs_cluasted6127;size=1,contigs_cluasted6143;size=1"
434,VC_446_0,49,226840.43989960925,629.2570485661411,0.997233666475102,2.3586032918556378e-120,2.449489742783178,7.874007874011811,1176,1176,1.0,6.43142230549558,2,1,1,"Mycobacterium~phage~Abrogate,Mycobacterium~phage~Aeneas,Mycobacterium~phage~Alsfro,Mycobacterium~phage~Alvin,Mycobacterium~phage~Barriga,Mycobacterium~phage~CASbig,Mycobacterium~phage~DD5,Mycobacterium~phage~Dreamboat,Mycobacterium~phage~Edtherson,Mycobacterium~phage~Gompeii16,Mycobacterium~phage~Graduation,Mycobacterium~phage~HanShotFirst,Mycobacterium~phage~Lamina13,Mycobacterium~phage~Makemake,Mycobacterium~phage~Nerujay,Mycobacterium~phage~Nhonho,Mycobacterium~phage~Papez,Mycobacterium~phage~Pari,Mycobacterium~phage~PattyP,Mycobacterium~phage~Pepe,Mycobacterium~phage~PhrostyMug,Mycobacterium~phage~Pinto,Mycobacterium~phage~RidgeCB,Mycobacterium~phage~Rufus,Mycobacterium~phage~SarFire,Mycobacterium~phage~Seabiscuit,Mycobacterium~phage~SkiPole,Mycobacterium~phage~Solon,Mycobacterium~phage~Switzer,Mycobacterium~phage~Tasp14,Mycobacterium~phage~TheloniousMonk,Mycobacterium~phage~Trouble,Mycobacterium~phage~Turj99,Mycobacterium~phage~U2,Mycobacterium~phage~Violet,Mycobacterium~phage~Wheeler,Mycobacterium~virus~Bethlehem,Mycobacterium~virus~Billknuckles,Mycobacterium~virus~Bruns,Mycobacterium~virus~Bxb1,Mycobacterium~virus~Doom,Mycobacterium~virus~Euphoria,Mycobacterium~virus~Jasper,Mycobacterium~virus~KBG,Mycobacterium~virus~Kugel,Mycobacterium~virus~Marcell,Mycobacterium~virus~Nepal,Mycobacterium~virus~Perseus,Mycobacterium~virus~lockley"
435,VC_447_0,21,63000.0,5663.121429541631,0.9175230995673155,4.604752414530514e-60,2.6457513110645907,8.246211251235321,210,210,1.0,5.862083515756402,2,1,1,"Mycobacterium~phage~Alice,Mycobacterium~phage~ArcherS7,Mycobacterium~phage~Astraea,Mycobacterium~phage~Breeniome,Mycobacterium~phage~Bxz1,Mycobacterium~phage~Cali,Mycobacterium~phage~Catera,Mycobacterium~phage~Dandelion,Mycobacterium~phage~ET08,Mycobacterium~phage~Gizmo,Mycobacterium~phage~HyRo,Mycobacterium~phage~LinStu,Mycobacterium~phage~Lukilu,Mycobacterium~phage~MoMoMixon,Mycobacterium~phage~Nappy,Mycobacterium~phage~Pleione,Mycobacterium~phage~Rizal,Mycobacterium~phage~ScottMcG,Mycobacterium~phage~Sebata,Mycobacterium~phage~Spud,Mycobacterium~phage~Tonenili"
436,VC_447_1,1,0,3494.5146079182177,0.0,0.0,0,0,1,1,1,0,1,1,1,Mycobacterium~phage~Myrna
437,VC_448_0,9,8871.816225912607,2440.316306105159,0.7842744240134998,3.343358729200477e-23,2.449489742783178,8.94427190999916,36,36,1.0,6.721747430496794,1,1,1,"Mycobacterium~phage~Archie,Mycobacterium~phage~Crossroads,Mycobacterium~phage~Gardann,Mycobacterium~phage~Lolly9,Mycobacterium~phage~Snenia,Mycobacterium~phage~Whirlwind,Mycobacterium~virus~Bron,Mycobacterium~virus~Faith1,Mycobacterium~virus~Rumpelstiltskin"
438,VC_449_0,3,771.0671152635085,690.6780568587124,0.5274976308928334,0.0022227200756032863,2.0,7.54983443527075,3,3,1.0,5.699889623513833,2,1,1,"Mycobacterium~phage~Bongo,Mycobacterium~phage~PegLeg,Mycobacterium~phage~Rey"
439,VC_44_0,2,118.77497631117912,386.0837963172599,0.23526376632578386,0.049845977665065454,6.244997998398398,6.244997998398398,1,1,1.0,6.244997998398398,1,1,1,"Pseudomonas~phage~YMC11/07/P54_PAE_BP,Pseudomonas~phage~phi297"
440,VC_44_1,1,0,419.91131021239926,0.0,0.0,0,0,1,1,1,0,1,1,1,Pseudomonas~phage~JBD44
441,VC_44_2,2,205.34715328396499,568.3423213643599,0.26541288205749997,0.04926733196599063,5.830951894845301,5.830951894845301,1,1,1.0,5.830951894845301,1,1,1,"Pseudomonas~virus~D3,Pseudomonas~virus~PMG1"
442,VC_44_3,1,0,270.52112962184253,0.0,0.0,0,0,1,1,1,0,1,1,1,Pseudomonas~phage~PAJU2
443,VC_44_4,1,0,343.5832741624997,0.0,0.0,0,0,1,1,1,0,1,1,1,Pseudomonas~phage~YMC11/02/R656
444,VC_450_0,25,90000.0,3462.549168479991,0.9629525494512434,7.496211263681157e-132,2.6457513110645907,7.0710678118654755,300,300,1.0,5.51900201184032,2,1,1,"Mycobacterium~phage~Bruin,Mycobacterium~phage~Contagion,Mycobacterium~phage~DrDrey,Mycobacterium~phage~Dumbo,Mycobacterium~phage~Dusk,Mycobacterium~phage~Goku,Mycobacterium~phage~HufflyPuff,Mycobacterium~phage~Lilac,Mycobacterium~phage~Mindy,Mycobacterium~phage~Murphy,Mycobacterium~phage~Nala,Mycobacterium~phage~NelitzaMV,Mycobacterium~phage~PhatBacter,Mycobacterium~phage~Phaux,Mycobacterium~phage~Phrux,Mycobacterium~phage~Quink,Mycobacterium~phage~SirDuracell,Mycobacterium~phage~Toto,Mycobacterium~virus~244,Mycobacterium~virus~Bask21,Mycobacterium~virus~CJW1,Mycobacterium~virus~Eureka,Mycobacterium~virus~Kostya,Mycobacterium~virus~Porky,Mycobacterium~virus~Pumpkin"
445,VC_451_0,4,1800.0,1587.5493097926849,0.5313575790016053,1.4048523156892203e-05,3.3166247903554,4.898979485566356,6,6,1.0,3.9894632641187413,1,1,1,"Mycobacterium~phage~Catdawg,Mycobacterium~phage~Dylan,Mycobacterium~virus~Corndog,Mycobacterium~virus~Firecracker"
446,VC_452_0,2,300.0,44.741666944932796,0.8702168283241504,0.06387945015806944,3.3166247903554,3.3166247903554,1,1,1.0,3.3166247903554,1,1,1,"Mycobacterium~phage~Marvin,Mycobacterium~phage~MosMoris"
447,VC_453_0,2,15.86424620988108,0,1.0,0.0,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,1,1,1,"Mycoplasma~phage~MAV1,Mycoplasma~phage~phiMFV1"
448,VC_454_0,2,167.92294104674428,0,1.0,0.0,2.6457513110645907,2.6457513110645907,1,1,1.0,2.6457513110645907,1,1,1,"Nonlabens~phage~P12024L,Nonlabens~phage~P12024S"
449,VC_455_0,3,130.31869460936747,203.31513739862544,0.3906039559148948,0.0023066068349666857,5.0990195135927845,7.874007874011811,3,3,1.0,6.633743539293367,1,1,1,"contigs_cluasted1421;size=1,contigs_cluasted1805;size=1,contigs_cluasted467;size=1"
450,VC_456_0,7,197.2625230644928,633.5149678888667,0.237443268760356,0.0005318370473272344,3.872983346207417,8.18535277187245,21,21,1.0,6.121384943333084,1,1,1,"contigs_cluasted1393;size=1,contigs_cluasted2040;size=1,contigs_cluasted2320;size=1,contigs_cluasted2665;size=2,contigs_cluasted2731;size=2,contigs_cluasted3059;size=2,contigs_cluasted533;size=1"
451,VC_457_0,2,138.62011240137522,0,1.0,0.0,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Phormidium~phage~MIS-PhV1A,Phormidium~phage~MIS-PhV1B"
452,VC_458_0,2,224.58599272370944,0,1.0,0.0,2.0,2.0,1,1,1.0,2.0,1,1,1,"Polaribacter~phage~P12002L,Polaribacter~phage~P12002S"
453,VC_459_0,70,296245.71043242235,0,1.0,0.0,0.0,5.0,2415,2415,1.0,3.3739127881623614,2,1,1,"Propionibacterium~phage~ATCC29399B_C,Propionibacterium~phage~ATCC29399B_T,Propionibacterium~phage~Attacne,Propionibacterium~phage~BruceLethal,Propionibacterium~phage~Enoki,Propionibacterium~phage~Keiki,Propionibacterium~phage~Kubed,Propionibacterium~phage~Lauchelly,Propionibacterium~phage~Moyashi,Propionibacterium~phage~MrAK,Propionibacterium~phage~Ouroboros,Propionibacterium~phage~P1.1,Propionibacterium~phage~P100D,Propionibacterium~phage~P100_1,Propionibacterium~phage~P100_A,Propionibacterium~phage~P101A,Propionibacterium~phage~P104A,Propionibacterium~phage~P105,Propionibacterium~phage~P14.4,Propionibacterium~phage~P9.1,Propionibacterium~phage~PA1-14,Propionibacterium~phage~PA6,Propionibacterium~phage~PAC1,Propionibacterium~phage~PAD20,Propionibacterium~phage~PAS50,Propionibacterium~phage~PHL009M11,Propionibacterium~phage~PHL010M04,Propionibacterium~phage~PHL025M00,Propionibacterium~phage~PHL030N00,Propionibacterium~phage~PHL037M02,Propionibacterium~phage~PHL041M10,Propionibacterium~phage~PHL055N00,Propionibacterium~phage~PHL060L00,Propionibacterium~phage~PHL067M01,Propionibacterium~phage~PHL067M10,Propionibacterium~phage~PHL070N00,Propionibacterium~phage~PHL071N05,Propionibacterium~phage~PHL082M00,Propionibacterium~phage~PHL082M03,Propionibacterium~phage~PHL085N00,Propionibacterium~phage~PHL092M00,Propionibacterium~phage~PHL095N00,Propionibacterium~phage~PHL111M01,Propionibacterium~phage~PHL112N00,Propionibacterium~phage~PHL113M01,Propionibacterium~phage~PHL114L00,Propionibacterium~phage~PHL116M00,Propionibacterium~phage~PHL117M00,Propionibacterium~phage~PHL117M01,Propionibacterium~phage~PHL132N00,Propionibacterium~phage~PHL141N00,Propionibacterium~phage~PHL150M00,Propionibacterium~phage~PHL151M00,Propionibacterium~phage~PHL151N00,Propionibacterium~phage~PHL152M00,Propionibacterium~phage~PHL163M00,Propionibacterium~phage~PHL171M01,Propionibacterium~phage~PHL179M00,Propionibacterium~phage~PHL194M00,Propionibacterium~phage~PHL199M00,Propionibacterium~phage~PHL301M00,Propionibacterium~phage~PHL308M00,Propionibacterium~phage~Pacnes~2012-15,Propionibacterium~phage~Pirate,Propionibacterium~phage~Procrass1,Propionibacterium~phage~QueenBey,Propionibacterium~phage~SKKY,Propionibacterium~phage~Solid,Propionibacterium~phage~Stormborn,Propionibacterium~phage~Wizzo"
454,VC_45_0,2,273.8402804106122,329.04144028293786,0.45421891394482594,0.04797394314311143,0.0,0.0,1,1,1.0,0.0,2,1,1,"Rhizobium~phage~RHEph04,Rhizobium~phage~RHEph06"
455,VC_461_0,2,25.71106888176769,37.000017853004785,0.40999239880037414,0.08581522845993445,3.3166247903554,3.3166247903554,1,1,1.0,3.3166247903554,1,1,1,"contigs_cluasted1835;size=1,contigs_cluasted2587;size=1"
456,VC_462_0,2,65.90591148565802,0,1.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1,1,"Pseudoalteromonas~phage~Cr39582,Pseudoalteromonas~virus~PM2"
457,VC_463_0,3,49.23149826367995,67.00919418874803,0.4235306692088759,0.009844812521702422,6.855654600401044,9.16515138991168,3,2,0.6666666666666666,7.986019974502166,2,1,1,"Rhizobium~phage~vB_RleS_L338C,Stenotrophomonas~phage~vB_SmaS_DLP_5,Vibrio~phage~SIO-2"
458,VC_464_0,2,269.2868783031398,0,1.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1,1,"Pseudomonas~phage~KPP25,Pseudomonas~phage~phiR18"
459,VC_465_0,2,179.98183629818692,79.15283405244409,0.6945494250331549,0.18554668476134878,7.745966692414834,7.745966692414834,1,1,1.0,7.745966692414834,1,1,1,"Pseudomonas~phage~Lu11,Pseudomonas~phage~PaBG"
460,VC_466_0,2,174.73145085588527,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"Pseudomonas~phage~PaP2,Pseudomonas~virus~119X"
461,VC_467_0,2,33.606496170266034,27.940604024790034,0.5460289122275425,0.10152007622609,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Pseudomonas~phage~phi13,Pseudomonas~phage~phiYY"
462,VC_468_0,2,8.836565974974944,6.71826043588568,0.5680915840246931,0.27014568730370997,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,1,1,1,"Pseudomonas~phage~phi12,Pseudomonas~phage~phi2954"
463,VC_469_0,2,41.67887730786193,21.22234358890435,0.6626083995454629,0.13177623864148635,0.0,0.0,1,1,1.0,0.0,1,1,1,"Pseudomonas~phage~phiNN,Pseudomonas~virus~phi6"
464,VC_470_0,2,20.5710108459062,0,1.0,0.0,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Pyrobaculum~spherical~virus,Thermoproteus~tenax~spherical~virus~1"
465,VC_471_0,3,95.41075106628244,5.745788721554427,0.9431990385040304,0.04042779918502612,1.0,2.23606797749979,3,3,1.0,1.74535599249993,1,1,1,"Ralstonia~phage~RS603,Ralstonia~phage~RSM1,Ralstonia~phage~RSM3"
466,VC_472_0,3,91.96797147949226,14.987873862311673,0.8598685858223625,0.024872995360751497,1.0,2.0,3,3,1.0,1.5773502691896255,1,1,1,"Ralstonia~phage~RSS0,Ralstonia~phage~RSS1,Ralstonia~phage~RSS20"
467,VC_473_0,2,15.973253127611699,7.9272291280677765,0.6683234654738388,0.17288929307558015,2.0,2.0,1,1,1.0,2.0,1,1,1,"Ralstonia~phage~PE226,Ralstonia~phage~p12J"
468,VC_474_0,2,149.68889180142503,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"Rhodobacter~phage~RcCronus,Rhodobacter~phage~RcRhea"
469,VC_475_0,2,91.15362296872372,725.6344129392488,0.11160009569360782,0.06623178340397563,8.660254037844387,8.660254037844387,1,1,1.0,8.660254037844387,2,1,1,"Rhodococcus~phage~Trina,Rhodococcus~phage~Weasels2"
470,VC_476_0,6,4500.0,1532.944401269558,0.7459044374837982,1.626245429187698e-07,3.7416573867739413,8.12403840463596,15,15,1.0,6.733767757658689,1,1,1,"Streptomyces~phage~Jay2Jay,Streptomyces~phage~Mildred21,Streptomyces~phage~NootNoot,Streptomyces~phage~Paradiddles,Streptomyces~phage~Peebs,Streptomyces~phage~Samisti12"
471,VC_476_1,1,0,980.7133733060796,0.0,0.0,0,0,1,1,1,0,1,1,1,Streptomyces~phage~BillNye
472,VC_477_0,12,2033.9727017017462,822.9923499237757,0.7119347506699393,4.0013887582005958e-22,4.123105625617661,9.327379053088816,66,64,0.9696969696969697,7.081659507114652,1,1,1,"contigs_cluasted10000030;size=1,contigs_cluasted1044;size=2,contigs_cluasted1108;size=1,contigs_cluasted1139;size=1,contigs_cluasted1439;size=1,contigs_cluasted271;size=1,contigs_cluasted363;size=1,contigs_cluasted604;size=3,contigs_cluasted622;size=1,contigs_cluasted787;size=1,contigs_cluasted811;size=1,contigs_cluasted974;size=1"
473,VC_478_0,4,283.58778529707354,368.18911349412315,0.4350994731832675,0.0010083093484802741,5.656854249492381,7.874007874011811,6,6,1.0,6.961615335407511,1,1,1,"contigs_cluasted1117;size=2,contigs_cluasted267;size=2,contigs_cluasted824;size=1,contigs_cluasted932;size=1"
474,VC_479_0,3,91.73447652915875,82.61514853984778,0.5261524164038253,0.016439524349030066,4.69041575982343,6.557438524302,3,3,1.0,5.34789526914605,1,1,1,"contigs_cluasted1166;size=1,contigs_cluasted1481;size=1,contigs_cluasted1638;size=1"
475,VC_47_0,3,90.96358341646653,223.5510947501868,0.28921888144205227,0.002278654199087066,5.916079783099616,7.54983443527075,3,3,1.0,6.596823179569042,2,2,2,"Salmonella~phage~SEN34,contigs_cluasted1610;size=1,contigs_cluasted359;size=1"
476,VC_480_0,6,918.6464513228716,877.7535505624286,0.5113819028939898,1.1498495190151118e-08,5.656854249492381,9.695359714832659,15,12,0.8,8.164664349014553,1,1,1,"contigs_cluasted1126;size=2,contigs_cluasted1151;size=1,contigs_cluasted171;size=1,contigs_cluasted189;size=2,contigs_cluasted209;size=1,contigs_cluasted845;size=1"
477,VC_480_1,2,54.26700598988668,360.81060486412474,0.13073941973944034,0.13078611800697465,6.0,6.0,1,1,1.0,6.0,1,1,1,"contigs_cluasted1120;size=2,contigs_cluasted575;size=1"
478,VC_480_2,2,101.30472817388596,749.5349096622964,0.11906442021380156,0.04710681942012588,7.681145747868608,7.681145747868608,1,1,1.0,7.681145747868608,1,1,1,"contigs_cluasted158;size=1,contigs_cluasted865;size=1"
479,VC_481_0,2,6.807560633827009,0,1.0,0.0,6.082762530298219,6.082762530298219,1,1,1.0,6.082762530298219,1,1,1,"Shewanella~sp.~phage~1/44,Stenotrophomonas~phage~S1"
480,VC_482_0,3,95.43223778355443,0,1.0,0.0,0.0,2.0,3,3,1.0,1.3333333333333333,1,1,1,"Spiroplasma~phage~1-C74,Spiroplasma~phage~1-R8A2B,Spiroplasma~virus~SkV1CR23x"
481,VC_483_0,4,32.71671865882048,6.577104222214638,0.832617349497215,0.08990481486729629,2.0,2.6457513110645907,6,6,1.0,2.3361444586050877,1,1,1,"Stenotrophomonas~phage~PSH1,Stenotrophomonas~phage~SMA7,Stenotrophomonas~phage~SMA9,Stenotrophomonas~phage~phiSHP2"
482,VC_484_0,2,3.9598670248762815,53.83156466555801,0.06851996756349131,0.21459765022017463,4.358898943540674,4.358898943540674,1,1,1.0,4.358898943540674,1,1,1,"contigs_cluasted1538;size=1,contigs_cluasted2441;size=1"
483,VC_485_0,2,12.891170224931354,2.1390402334399257,0.8576839466510227,0.5,4.795831523312719,4.795831523312719,1,1,1.0,4.795831523312719,1,1,1,"contigs_cluasted1554;size=1,contigs_cluasted2110;size=1"
484,VC_487_0,19,7728.214764093021,2588.9733756639307,0.7490621145419064,5.228340878554894e-65,2.449489742783178,9.486832980505138,171,164,0.9590643274853801,6.212141681467253,1,1,1,"contigs_cluasted1164;size=1,contigs_cluasted1182;size=1,contigs_cluasted1203;size=4,contigs_cluasted1476;size=1,contigs_cluasted1497;size=1,contigs_cluasted1618;size=2,contigs_cluasted1710;size=2,contigs_cluasted1729;size=3,contigs_cluasted1744;size=1,contigs_cluasted1905;size=1,contigs_cluasted2098;size=1,contigs_cluasted2244;size=1,contigs_cluasted311;size=1,contigs_cluasted345;size=1,contigs_cluasted390;size=5,contigs_cluasted409;size=1,contigs_cluasted413;size=2,contigs_cluasted424;size=1,contigs_cluasted999;size=2"
485,VC_489_0,2,42.94374181612724,153.8698552511159,0.21819499493957792,0.10742347370282446,5.0,5.0,1,1,1.0,5.0,1,1,1,"contigs_cluasted1758;size=1,contigs_cluasted2097;size=2"
486,VC_48_0,2,154.45571185485684,753.0181938651504,0.17020402557174216,0.047182834677814034,5.291502622129181,5.291502622129181,1,1,1.0,5.291502622129181,1,1,1,"Acinetobacter~phage~vB_AbaM_Acibel004,Acinetobacter~phage~vB_AbaM_phiAbaA1"
487,VC_490_0,15,17980.200968900783,43.33087994958679,0.9975958718683459,9.521204512392034e-14,1.4142135623730951,7.0,105,105,1.0,5.0355191828047055,4,1,1,"Streptomyces~phage~Aaronocolus,Streptomyces~phage~Amela,Streptomyces~phage~Caliburn,Streptomyces~phage~Danzina,Streptomyces~phage~Hydra,Streptomyces~phage~Izzy,Streptomyces~phage~Lannister,Streptomyces~phage~Lika,Streptomyces~phage~Nanodon,Streptomyces~phage~R4,Streptomyces~phage~Sujidade,Streptomyces~phage~Zemlya,Streptomyces~phage~phiCAM,Streptomyces~phage~phiELB20,Streptomyces~phage~phiHau3"
488,VC_491_0,3,400.4047730312947,80.48422953510483,0.8326344975543669,0.0034011210465673533,2.23606797749979,2.8284271247461903,3,3,1.0,2.433521026581923,1,1,1,"Streptomyces~virus~TG1,Streptomyces~virus~phiBT1,Streptomyces~virus~phiC31"
489,VC_492_0,3,175.57581152701573,18.253841411803336,0.9058253412981913,0.07445733658938286,6.4031242374328485,7.0710678118654755,3,3,1.0,6.625772095577058,1,1,1,"Streptomyces~phage~SF1,Streptomyces~phage~SF3,Streptomyces~phage~VWB"
490,VC_493_0,3,501.11239126805793,0,1.0,0.0,1.4142135623730951,3.872983346207417,3,3,1.0,3.0533934182626425,2,1,1,"Streptomyces~phage~TP1604,Streptomyces~phage~YDN12,Streptomyces~phage~phiSAJS1"
491,VC_494_0,3,117.66154089873515,31.38105444765855,0.7894490875261193,0.02591496360895484,5.0,6.4031242374328485,3,3,1.0,5.62678327082817,1,1,1,"contigs_cluasted10000080;size=1,contigs_cluasted1034;size=1,contigs_cluasted1111;size=1"
492,VC_495_0,2,71.39520990996581,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Sulfolobus~turreted~icosahedral~virus~1,Sulfolobus~turreted~icosahedral~virus~2"
493,VC_496_0,1,0,168.18612589835723,0.0,0.0,0,0,1,1,1,0,1,1,1,contigs_cluasted1850;size=1
494,VC_497_0,2,300.0,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Thermus~phage~TMA,Thermus~phage~phiYS40"
495,VC_498_0,2,85.53810562780905,0,1.0,0.0,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,1,1,1,"Thermus~virus~IN93,Thermus~virus~P23-77"
496,VC_499_0,2,300.0,0,1.0,0.0,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Thermus~virus~P23-45,Thermus~virus~P74-26"
497,VC_49_0,15,31500.0,15902.988052542003,0.6645150716044534,8.398776301080206e-52,0.0,7.681145747868608,105,105,1.0,5.203605434709824,1,1,1,"Pseudomonas~phage~C11,Pseudomonas~phage~JG004,Pseudomonas~phage~K5,Pseudomonas~phage~K8,Pseudomonas~phage~PA10,Pseudomonas~phage~PAK_P1,Pseudomonas~phage~PAK_P2,Pseudomonas~phage~PAK_P4,Pseudomonas~phage~PaP1,Pseudomonas~phage~PaoP5,Pseudomonas~phage~Zigelbrucke,Pseudomonas~phage~phiMK,Pseudomonas~phage~vB_PaeM_C2-10_Ab02,Pseudomonas~phage~vB_PaeM_C2-10_Ab1,Pseudomonas~phage~vB_PaeM_MAG1"
498,VC_4_0,3,738.8015875240733,2196.959811444069,0.251655869507565,0.0017805670296337154,3.3166247903554,3.7416573867739413,3,3,1.0,3.5546111508644436,1,1,1,"Escherichia~phage~CAjan,Escherichia~phage~Seurat,Escherichia~phage~slur01"
499,VC_4_1,6,2675.010320947622,2643.9088030285798,0.50292366900061,4.8830438571969185e-09,2.8284271247461903,7.874007874011811,15,15,1.0,5.187568666086844,2,1,1,"Enterobacteria~phage~9g,Enterobacteria~phage~JenK1,Enterobacteria~phage~JenP1,Enterobacteria~phage~JenP2,Pantoea~phage~vB_PagS_Vid5,Salmonella~phage~SE1~(in:Nonagvirus)"
500,VC_500_0,4,134.91123728719097,0,1.0,0.0,0.0,1.7320508075688772,6,6,1.0,0.8660254037844387,1,2,1,"Uncultured~phage~WW-nAnB~strain~2,Uncultured~phage~WW-nAnB~strain~3,contigs_cluasted6602;size=1,uncultured~phage~WW-nAnB"
501,VC_501_0,5,1435.275313336656,0,1.0,0.0,1.4142135623730951,3.0,10,10,1.0,2.4899201491240213,2,1,1,"Vibrio~phage~J2,Vibrio~phage~QH,Vibrio~phage~VP2,Vibrio~phage~VP5,Vibrio~phage~phiVC8"
502,VC_503_0,2,26.38972355974461,26.2182741876614,0.5016294991201377,0.08762212270000297,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Vibrio~phage~VfO3K6,Vibrio~phage~VfO4K68"
503,VC_504_0,2,287.6783932651083,2.2421076363862857,0.992266474328602,0.5,2.0,2.0,1,1,1.0,2.0,1,1,1,"Vibrio~phage~SSP002,Vibrio~phage~vB_VpaS_MAR10"
504,VC_505_0,4,150.1276343615089,47.78153042957996,0.7585683791853818,0.0017026179106473802,0.0,2.449489742783178,6,6,1.0,1.9663264951887853,1,1,1,"Vibrio~phage~VEJphi,Vibrio~phage~VGJphi,Vibrio~phage~VSK,Vibrio~virus~fs1"
505,VC_506_0,2,29.73093768835355,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Vibrio~phage~VFJ,Vibrio~phage~fs2"
